id,market,price,signedChangeRate,accTradePrice24h,accTradeVolume24h,rankByChangeRate,rankByTradeValue,timestamp
2056352,KRW-IRYS,91.2,-0.1145631068,147656786949.41803,1375310287.3315752,257,3,1778889092494
2056353,KRW-SAHARA,55.7,0.0127272727,37040858329.45176,648218690.2745683,15,9,1778889092494
2056354,KRW-MLK,76.3,-0.0329531052,310813522.51255804,4024727.77517551,105,221,1778889092494
2056355,KRW-VTHO,0.815,-0.0512223516,1108893283.577728,1319894946.3318956,185,125,1778889092494
2056356,KRW-KITE,310.0,-0.0251572327,9360277919.678055,29693772.25809281,65,24,1778889092494
2056357,KRW-MINA,90.5,-0.0660474716,603382342.4637154,6515667.40632749,228,178,1778889092494
2056358,KRW-MMT,188.0,-0.0552763819,478099562.20255053,2491801.32563403,201,196,1778889092494
2056359,KRW-CHIP,85.1,-0.0533926585,9401086913.557951,106758281.518882,195,23,1778889092494
2056360,KRW-ZORA,17.8,-0.0582010582,2033860776.7486236,112743663.53603849,215,88,1778889092494
2056361,KRW-XCN,7.44,-0.0145695364,12029697669.608408,1544699202.0986254,39,19,1778889092494
2056362,KRW-GAS,2398.0,-0.0408,1131868628.5061,465881.87201551,140,124,1778889092494
2056363,KRW-MEGA,150.0,-0.0384615385,6656826190.667376,44339856.20102359,133,31,1778889092494
2056364,KRW-MNT,990.0,-0.0360272639,438320293.7911768,431968.88002259,120,204,1778889092494
2056365,KRW-MOC,40.7,-0.0169082126,142815112.5132233,3486547.61490844,43,255,1778889092494
2056366,KRW-MOODENG,81.7,-0.0576701269,1820078772.7734442,21811125.41647849,211,94,1778889092494
2056367,KRW-XEC,0.0114,-0.0420168067,1679180788.3671517,144757317645.60205,145,101,1778889092494
2056368,KRW-MON,42.2,-0.0409090909,2381991748.551928,56126485.80497067,142,77,1778889092494
2056369,KRW-ZIL,5.99,-0.0338709677,664053736.4673367,109490599.2023062,112,169,1778889092494
2056370,KRW-GAME2,2.02,-0.0194174757,196458559.40391958,97050286.28549416,50,248,1778889092494
2056371,KRW-STX,373.0,-0.0604534005,4492618820.3188095,11745064.31522476,221,44,1778889092494
2056372,KRW-FLOCK,99.0,0.043203372,5115071809.472542,53227675.86327541,5,41,1778889092494
2056373,KRW-PROVE,370.0,-0.0439276486,168290698.60498917,446107.39562736,153,252,1778889092494
2056374,KRW-BSV,23580.0,-0.0445705024,988487307.4520833,41447.80739557,158,135,1778889092494
2056375,KRW-SUI,1635.0,-0.0683760684,23825014536.703354,14196001.90317968,234,15,1778889092494
2056376,KRW-SYRUP,334.0,-0.0564971751,325379027.14734054,949135.70464723,205,219,1778889092494
2056377,KRW-BTC,117781000.0,-0.017246846,187316951513.58737,1575.62209218,45,2,1778889092494
2056378,KRW-HOLO,109.0,-0.018018018,1780769381.6791322,16106948.83651782,46,96,1778889092494
2056379,KRW-MIRA,117.0,-0.0487804878,931753407.5773865,7857907.71791048,177,140,1778889092494
2056380,KRW-SUN,29.2,-0.0068027211,191662357.68599007,6583640.21221637,26,249,1778889092494
2056381,KRW-ZBT,234.0,0.0833333333,10218436333.10415,45317852.63430215,3,21,1778889092494
2056382,KRW-ONG,98.7,-0.06,633818928.7807199,6343497.33706664,218,172,1778889092494
2056383,KRW-BTT,0.00048,-0.0143737166,933743149.0951363,1941492730173.6804,38,139,1778889092494
2056384,KRW-ENSO,1257.0,-0.0448328267,2213829813.941732,1740716.19509909,159,80,1778889092494
2056385,KRW-BIRB,195.0,-0.0201005025,459474687.21534866,2346334.62881832,53,198,1778889092494
2056386,KRW-ONT,87.7,-0.0498374865,1414861068.0648403,15767614.86194021,180,112,1778889092494
2056387,KRW-SOMI,249.0,-0.0496183206,391157730.3322128,1543051.98729203,179,209,1778889092494
2056388,KRW-DEEP,50.5,-0.0578358209,995464166.7260561,19416707.90593534,212,134,1778889092494
2056389,KRW-STRAX,19.3,-0.035,376823543.247964,19253321.46753484,116,212,1778889092494
2056390,KRW-ICP,3893.0,-0.060115886,1966722169.1425397,486201.76899595,220,92,1778889092494
2056391,KRW-BREV,176.0,-0.0434782609,1012829261.1497227,5556535.75011754,152,131,1778889092494
2056392,KRW-ICX,55.2,-0.044982699,248774574.1803648,4413000.52497651,161,237,1778889092494
2056393,KRW-POLYX,82.3,0.0223602484,54996932464.8919,616806247.2736654,8,6,1778889092494
2056394,KRW-WAXP,9.74,-0.0356435644,214148655.65797213,21812254.6917061,118,243,1778889124303
2056395,KRW-CARV,86.7,-0.0616883117,1273832447.6187134,14242609.72321352,222,117,1778889124303
2056396,KRW-LSK,184.0,-0.0315789474,469258534.1592869,2531539.3271975,98,198,1778889124303
2056397,KRW-0G,759.0,-0.0698529412,1413906528.7099555,1787998.45152365,237,113,1778889124303
2056398,KRW-WIF,303.0,-0.0676923077,1035004916.6351814,3295892.20063286,233,128,1778889124303
2056399,KRW-BORA,53.4,-0.021978022,550087314.6215758,10223018.74562337,56,188,1778889124303
2056400,KRW-PUNDIX,220.0,-0.0308370044,211796448.07512528,953798.20456977,95,244,1778889124303
2056401,KRW-PROS,1066.0,-0.0282588879,34676119221.57805,30149638.05684579,80,10,1778889124303
2056402,KRW-USD1,1489.0,0.0060810811,162842198.74037987,109676.05134963,20,253,1778889124303
2056403,KRW-BAT,150.0,-0.0384615385,260913909.00846982,1715490.90291565,132,234,1778889124303
2056404,KRW-HUNT,152.0,-0.0256410256,271809461.334371,1776298.67203159,67,232,1778889124303
2056405,KRW-PENGU,13.2,-0.0222222222,3626616405.2172904,275124751.72292817,58,57,1778889124303
2056406,KRW-FIL,1508.0,-0.0320924262,1979928487.0669048,1304513.50112215,101,90,1778889124303
2056407,KRW-BEAM,2.75,-0.0316901408,275563953.73188,98668412.28875507,99,229,1778889124303
2056408,KRW-DOOD,4.2,-0.0561797753,1265264119.6619794,293611167.83563924,203,119,1778889124303
2056409,KRW-WAVES,612.0,0.0049261084,1190171103.3761785,1963038.36504306,21,121,1778889124303
2056410,KRW-USDC,1487.0,0.0074525745,1048185441.8159508,705942.23688957,18,127,1778889124303
2056411,KRW-MOVE,26.2,-0.0507246377,1952815316.6087768,73081717.56194489,183,93,1778889124303
2056412,KRW-TREE,97.4,-0.054368932,1568240898.0144486,15734687.05091539,198,107,1778889124303
2056413,KRW-USDE,1485.0,0.0047361299,44784982.99075353,30161.22595245,22,260,1778889124303
2056414,KRW-AERGO,80.5,-0.0098400984,670877194.7909769,8363167.14936575,29,168,1778889124303
2056415,KRW-WET,123.0,-0.0820895522,952036557.0915023,7449642.96265691,252,138,1778889124303
2056416,KRW-USDT,1488.0,0.0067658999,104331363488.00414,70289544.7294528,19,5,1778889124303
2056417,KRW-USDS,1485.0,0.0102040816,120496499.79662353,81120.92434323,16,258,1778889124303
2056418,KRW-2Z,138.0,-0.1038961039,801123177.5142432,5526733.39511036,256,152,1778889124303
2056419,KRW-BOUNTY,30.7,-0.0495356037,447739247.53342396,14359555.7105832,178,201,1778889124303
2056420,KRW-KAITO,661.0,-0.039244186,1663298433.5281484,2382316.23519172,136,104,1778889124303
2056421,KRW-LPT,3151.0,-0.0366860287,365392068.8628006,114421.17580923,123,214,1778889124303
2056422,KRW-BLAST,0.698,-0.0490463215,702334183.9420726,986521319.8695707,177,164,1778889124303
2056423,KRW-ETHFI,610.0,-0.0715372907,872220774.2525156,1380679.43618085,241,144,1778889124303
2056424,KRW-DKA,8.73,-0.0256696429,858540102.3641459,97177919.46864119,68,147,1778889124303
2056425,KRW-ANKR,7.33,-0.0239680426,787289992.9374291,107389128.8070486,64,155,1778889124303
2056426,KRW-ALGO,168.0,-0.0454545455,1672488627.6480515,9775426.35619763,162,103,1778889124303
2056427,KRW-SHIB,0.00911,-0.0329087049,6455852514.402193,699349792959.6792,105,32,1778889124303
2056428,KRW-UNI,5360.0,-0.0263396912,1768684509.6047776,326326.63661817,73,97,1778889124303
2056429,KRW-BIO,62.3,-0.0729166667,9952312376.452822,151263616.01422042,244,22,1778889124303
2056430,KRW-WLFI,98.2,-0.037254902,3388963606.428035,33698266.95308714,126,63,1778889124303
2056431,KRW-UP2,224.0,-0.1215686275,16618865901.899796,70127657.26121949,259,17,1778889124303
2056432,KRW-TOKAMAK,824.0,-0.0108043217,1318030551.5848234,1601954.00258159,30,115,1778889124303
2056433,KRW-SKY,105.0,-0.0277777778,273051905.5767128,2545972.04664691,77,231,1778889124303
2056434,KRW-CYBER,770.0,-0.038701623,526795587.77697796,677935.49385963,135,191,1778889124303
2056435,KRW-SKR,23.2,-0.0333333333,238801429.92390826,10287935.64641682,107,238,1778889124303
2056436,KRW-DOGE,168.0,-0.0117647059,44591044022.46576,263298837.07634294,32,8,1778889124303
2056437,KRW-WLD,365.0,-0.0568475452,4275263454.041458,11561336.41717345,209,46,1778889124303
2056438,KRW-PEPE,0.00582,-0.0364238411,2950880316.470064,499600158406.6545,121,67,1778889124303
2056439,KRW-HBAR,138.0,-0.0142857143,3190591576.0862865,22986730.20843584,35,65,1778889124303
2056440,KRW-BCH,636000.0,-0.0116550117,2562920533.01224,4008.97929975,31,74,1778889124303
2056441,KRW-NEWT,114.0,-0.05,588504159.6976186,5084295.87057909,181,180,1778889124303
2056442,KRW-SEI,94.6,-0.0473313192,4260983847.346311,44104262.81269059,170,48,1778889124303
2056443,KRW-BONK,0.00971,-0.0386138614,1551058236.3380904,156471843327.818,134,108,1778889124303
2056444,KRW-JST,135.0,0.0074626866,547711455.9246272,4059729.45264852,17,189,1778889124303
2056445,KRW-AAVE,138300.0,-0.0475206612,4131194691.166104,29235.16766527,173,51,1778889124303
2056446,KRW-JTO,671.0,-0.1182654402,4556294040.074992,6251447.65652923,258,43,1778889124303
2056447,KRW-JUP,314.0,-0.0513595166,769472101.1767197,2410935.3017932,187,156,1778889124303
2056448,KRW-VVV,20600.0,-0.0528735632,4682679131.300593,225009.7230809,193,42,1778889124303
2056449,KRW-PIEVERSE,1476.0,0.0109589041,32911740526.8322,22418869.98675932,15,11,1778889124303
2056450,KRW-ALT,10.3,-0.0636363636,402247487.5294498,38057470.4508613,225,208,1778889124303
2056451,KRW-B3,1.6,-0.0697674419,7075745955.897899,4355232337.983917,236,29,1778889124303
2056452,KRW-LAYER,142.0,-0.0405405405,3789081607.105195,26483916.98057398,137,55,1778889124303
2056453,KRW-TRX,525.0,0.0038240918,2763601232.6520524,5284267.38585156,23,72,1778889124303
2056454,KRW-POWR,96.5,-0.0082219938,894470242.1094472,9144240.41217968,27,143,1778889124303
2056455,KRW-ATOM,2876.0,-0.0479973519,725902535.3439213,247111.03572162,174,161,1778889124303
2056456,KRW-ARKM,187.0,-0.065,582049514.2064983,3021772.88353597,227,182,1778889124303
2056457,KRW-CRO,108.0,-0.0442477876,2109834141.7060497,18957381.76783953,156,85,1778889124303
2056458,KRW-NXPC,504.0,-0.0508474576,685985424.8363067,1329269.7342652,184,166,1778889124303
2056459,KRW-A,129.0,-0.0514705882,626404378.4051689,4756589.76327884,188,174,1778889124303
2056460,KRW-TRUMP,3345.0,-0.0472799772,6134171161.43975,1800571.64623602,169,34,1778889124303
2056461,KRW-F,8.17,-0.0422039859,384525868.66700715,46172597.98319486,146,210,1778889124303
2056462,KRW-G,5.5,-0.0367775832,376443700.51965314,67986203.3510552,124,213,1778889124303
2056463,KRW-CELO,133.0,-0.0220588235,706005753.1195493,5312020.84220293,57,163,1778889124303
2056464,KRW-AERO,665.0,-0.0699300699,232660719.93072066,339459.14825083,238,240,1778889124303
2056465,KRW-CTC,223.0,-0.0304347826,726746082.0467497,3236944.04509815,92,160,1778889124303
2056466,KRW-ANIME,6.82,-0.0407876231,865201677.1023461,125650721.99361783,140,145,1778889124303
2056467,KRW-APT,1471.0,-0.0540192926,2764100889.162256,1841888.02438114,197,71,1778889124303
2056468,KRW-MOCA,20.7,-0.0547945205,498849712.0766126,24076110.70754005,200,193,1778889124303
2056469,KRW-API3,518.0,-0.0442804428,1004559208.0844547,1896530.3555063,157,133,1778889124303
2056470,KRW-AHT,2.27,-0.0299145299,161626449.12502,70415171.64510176,88,254,1778889124303
2056471,KRW-EGLD,6240.0,-0.0523917995,295010489.681797,46480.39181933,192,223,1778889124303
2056472,KRW-BLEND,166.0,-0.0674157303,2783898110.026238,16419447.24761544,232,69,1778889124303
2056473,KRW-ERA,198.0,-0.0434782609,278461012.2327542,1393107.15036217,151,227,1778889124303
2056474,KRW-FF,132.0,0.1379310345,29139692956.029327,223007615.15955433,2,13,1778889124303
2056475,KRW-PLUME,18.1,-0.0670103093,1610588779.9765935,86629848.95636961,231,106,1778889124303
2056476,KRW-ESP,112.0,0.046728972,2298986460.4641466,20667787.07942853,4,79,1778889124303
2056477,KRW-CC,235.0,-0.0289256198,1726704534.8977559,7102008.61260166,85,98,1778889124303
2056478,KRW-NEO,4439.0,-0.0422869471,852271359.8805099,188852.3733744,148,148,1778889124303
2056479,KRW-ETC,13790.0,-0.0142959257,2774200750.6037555,202273.45458533,36,70,1778889124303
2056480,KRW-IOTA,86.4,-0.0629067245,793760075.4450064,8901852.64142596,223,153,1778889124303
2056481,KRW-IOST,1.64,-0.0574712644,310069577.29253745,189059783.13562348,210,222,1778889124303
2056482,KRW-AKT,1093.0,-0.0737288136,3519985121.6639457,3036987.1260463,246,58,1778889124303
2056483,KRW-COW,264.0,-0.0434782609,202749628.96175456,761815.56485655,152,245,1778889124303
2056484,KRW-VIRTUAL,1117.0,-0.0329004329,9286696045.724586,8138364.55649248,104,25,1778889124303
2056485,KRW-ETH,3310000.0,-0.018677735,109060543906.6861,32732.94266408,47,4,1778889124303
2056486,KRW-IQ,1.63,-0.0297619048,273225834.34013355,166660499.5585401,87,230,1778889124303
2056487,KRW-IP,749.0,-0.0554854981,6837909769.221872,8900394.48252402,202,30,1778889124303
2056488,KRW-NEAR,2297.0,-0.0124677558,5435685320.953014,2362209.44582844,33,39,1778889124303
2056489,KRW-RVN,8.45,-0.0408626561,574307940.2900615,66581781.98447283,142,184,1778889124303
2056490,KRW-PRL,329.0,-0.1132075472,2517690809.7158136,7332490.6355529,257,75,1778889124303
2056491,KRW-AGLD,362.0,-0.0694087404,628306710.2835475,1684211.3640274,235,173,1778889124303
2056492,KRW-ID,46.7,-0.0546558704,984705109.2016706,20830326.70035007,199,136,1778889124303
2056493,KRW-IN,89.8,-0.0517423442,531551651.8468185,5827315.12872562,189,190,1778889124303
2056494,KRW-MANTRA,15.0,-0.0566037736,1472007554.6264534,95323781.82657845,206,110,1778889124303
2056495,KRW-WAL,112.0,-0.0743801653,606704832.5113336,5310772.10457307,247,176,1778889124303
2056496,KRW-PENDLE,2940.0,-0.0147453083,2337628180.604366,777709.12296534,39,78,1778889124303
2056497,KRW-BLUR,36.1,-0.05,1265518478.869751,34673917.95961434,182,118,1778889124303
2056498,KRW-AWE,83.0,0.0146699267,1461012840.1654322,17429857.53955043,12,111,1778889124303
2056499,KRW-THETA,318.0,-0.056379822,585881070.0874159,1809374.66232134,204,181,1778889124303
2056500,KRW-AXL,95.0,-0.0306122449,2125085401.3449268,21834339.09056586,93,84,1778889124303
2056501,KRW-HP,24.6,-0.0716981132,4395553659.6022215,174623916.55072802,242,45,1778889124303
2056502,KRW-SAND,112.0,-0.0427350427,3478138290.019486,30771324.731053,149,62,1778889124303
2056503,KRW-WCT,92.4,-0.0474226804,1162224272.3636727,12354020.82192432,171,122,1778889124303
2056504,KRW-YGG,58.5,-0.0669856459,356152010.515259,5831965.3851948,230,217,1778889124303
2056505,KRW-AXS,1786.0,-0.0449197861,2435750152.521599,1338694.2510536,160,76,1778889124303
2056506,KRW-ARDR,60.9,-0.0379146919,501566888.4417072,8137905.61544647,131,192,1778889124303
2056507,KRW-AQT,796.0,-0.0257037944,412053778.3680596,515388.09630782,70,207,1778889124303
2056508,KRW-ME,161.0,-0.0301204819,1197217002.011626,7288838.81929312,91,120,1778889124303
2056509,KRW-TRUST,102.0,-0.0377358491,899901310.9176401,8783048.38444307,129,142,1778889124303
2056510,KRW-SONIC,61.4,-0.0668693009,4223470365.5505347,67127964.16137263,229,50,1778889124303
2056511,KRW-ARB,186.0,-0.0461538462,1676849746.6758366,8883484.95759035,167,102,1778889124303
2056512,KRW-POL,136.0,-0.0285714286,2139728650.1943183,15627087.13010172,81,83,1778889124303
2056513,KRW-CVC,46.0,-0.0233545648,6441446325.146213,131769111.81331016,62,33,1778889124303
2056514,KRW-T,8.71,-0.0300668151,356559068.68627435,40476959.31712898,89,216,1778889124303
2056515,KRW-W,19.6,-0.0798122066,3286891746.6379075,163474166.680745,251,64,1778889124303
2056516,KRW-ARK,254.0,-0.0378787879,750301586.2058792,2923271.65424444,130,157,1778889124303
2056517,KRW-AVNT,215.0,-0.0444444444,2053660308.7375276,9476883.79893431,158,87,1778889124303
2056518,KRW-LA,195.0,-0.0487804878,2056547291.0933619,10150518.80342055,175,86,1778889124303
2056519,KRW-HYPER,164.0,-0.0238095238,793004205.1605358,4777622.03023744,63,154,1778889124303
2056520,KRW-ATH,9.13,-0.0721544715,3496141999.8608184,370699948.55554205,243,60,1778889124303
2056521,KRW-TAIKO,168.0,-0.0344827586,555306696.5110668,3267047.55491423,113,187,1778889124303
2056522,KRW-AVAX,14190.0,-0.0307377049,4247108989.3505335,295692.04504209,94,49,1778889124303
2056523,KRW-XAUT,6756000.0,-0.0171661333,1695522895.2182,249.552411,43,100,1778889124303
2056524,KRW-CPOOL,50.3,-0.0598130841,3513352833.2257833,68569953.15987474,216,59,1778889124303
2056525,KRW-IMX,276.0,-0.0769230769,3796076272.7675896,13031256.28688543,248,54,1778889124303
2056526,KRW-SC,1.41,-0.0208333333,444312527.2273631,312271075.8206942,55,203,1778889124303
2056527,KRW-INJ,7310.0,-0.0406824147,5634633101.529022,753283.38948705,139,36,1778889124303
2056528,KRW-MVL,1.93,-0.0203045685,107035459.81447358,55515483.29058598,54,259,1778889124303
2056529,KRW-HIVE,91.1,-0.0420609884,700673919.6474189,7607729.47193283,145,165,1778889124303
2056530,KRW-CBK,372.0,-0.03125,226020080.0562653,599271.21058142,96,241,1778889124303
2056531,KRW-XLM,231.0,-0.0375,14445276411.007668,61521611.01340553,128,18,1778889124303
2056532,KRW-OP,204.0,-0.0511627907,268509286.33148617,1303478.0203105,185,233,1778889124303
2056533,KRW-SAFE,211.0,-0.0365296804,138352637.4288198,642397.32728387,122,256,1778889124303
2056534,KRW-GLM,213.0,-0.0046728972,477730382.7911192,2275351.97432643,25,197,1778889124303
2056535,KRW-SUPER,183.0,-0.0518134715,429527157.93134946,2289299.88619012,191,206,1778889124303
2056536,KRW-LINEA,5.41,-0.0458553792,1030032043.8531916,185301149.60360706,166,130,1778889124303
2056537,KRW-KERNEL,101.0,0.0222672065,4267073974.901995,40543775.12075649,8,47,1778889124303
2056538,KRW-POKT,16.9,-0.0287356322,573150373.3182802,33566242.73968473,84,185,1778889124303
2056539,KRW-SENT,23.2,-0.0333333333,491936728.7672583,20661070.55305641,108,194,1778889124303
2056540,KRW-ZKC,107.0,-0.0530973451,648695997.180411,5957705.37554754,194,171,1778889124303
2056541,KRW-KNC,211.0,-0.0321100917,663153101.6120077,3094653.12098832,102,170,1778889124303
2056542,KRW-ZKP,110.0,-0.0265486726,980598536.0015358,8610924.58561531,75,137,1778889124303
2056543,KRW-AUCTION,7150.0,-0.0165061898,323909396.2359534,45136.57146669,41,220,1778889124303
2056544,KRW-ORDER,81.5,-0.0227817746,737199532.5901148,8937798.06834829,60,158,1778889124303
2056545,KRW-DRIFT,73.2,0.0397727273,47469211750.810814,620606951.7190392,6,7,1778889124303
2056546,KRW-FCT2,18.1,-0.0320855615,200349610.9709721,10925979.83234371,100,246,1778889124303
2056547,KRW-MTL,457.0,-0.0193133047,187563701.49802074,407887.56113095,48,251,1778889124303
2056548,KRW-VET,10.4,-0.037037037,1648101646.8905413,154571994.7675485,125,105,1778889124303
2056549,KRW-TAO,424400.0,-0.0566792621,3015202112.77172,6898.47386179,208,66,1778889124303
2056550,KRW-QTUM,1384.0,-0.0455172414,860250068.9874923,607686.9242215,163,146,1778889124303
2056551,KRW-TT,1.29,-0.030075188,200293162.93282768,153738366.86938375,90,247,1778889124303
2056552,KRW-LINK,14980.0,-0.0322997416,7244808624.420353,477589.30661948,103,28,1778889124303
2056553,KRW-XRP,2136.0,-0.0259917921,191840471252.79477,88312490.63141964,71,1,1778889124303
2056554,KRW-CHZ,67.7,0.0335877863,6099661743.287373,91983494.17868805,7,35,1778889124303
2056555,KRW-ASTR,12.9,-0.0152671756,734236387.528086,56111949.52751734,40,159,1778889124303
2056556,KRW-ZK,24.7,-0.0714285714,840041053.92157,33404124.3554115,240,150,1778889124303
2056557,KRW-STORJ,204.0,0.275,17413477270.48555,89208782.51195347,1,16,1778889124303
2056558,KRW-ENA,165.0,-0.0782122905,5561844816.545765,32360445.64677888,249,37,1778889124303
2056559,KRW-MANA,136.0,-0.0422535211,383409748.40684867,2766212.81678065,147,211,1778889124303
2056560,KRW-OPEN,266.0,-0.0184501845,1976636853.303978,7373486.20703329,46,91,1778889124303
